,NDVI,DATE,PDSI
160,0.19495448933881415,2007-02-02,
161,0.10103587453782921,2007-02-18,
162,0.22586589156877127,2007-03-06,
163,0.27090822607346554,2007-03-22,
164,0.3274500113308928,2007-04-07,
165,0.38373407949155064,2007-04-23,
166,0.4508118807995027,2007-05-09,
167,0.5173898807307924,2007-05-25,
168,0.5625746475857706,2007-06-10,-2.2432413342227067
169,0.5553273356052159,2007-06-26,
170,0.5645421914816662,2007-07-12,
171,0.5468281119939268,2007-07-28,
172,0.5022610727995435,2007-08-13,
173,0.49345440747210434,2007-08-29,
174,0.48362055870485,2007-09-14,
175,0.48175820621201854,2007-09-30,
176,0.4478324369123626,2007-10-16,
177,0.4778248868542065,2007-11-01,-1.8877178206551697
178,0.22995160988715774,2007-11-17,
179,0.1833902298715621,2007-12-03,
180,0.1101073052531405,2007-12-19,
181,0.1077109898542132,2008-01-01,-1.627940543387166
182,0.10199243433281245,2008-01-17,
183,0.10058977646882594,2008-02-02,
184,0.13258164218491325,2008-02-18,
185,0.12914955429256966,2008-03-05,
186,0.11915707116633886,2008-03-21,
187,0.1270996365205121,2008-04-06,
188,0.1707291496401093,2008-04-22,
189,0.31407600316329437,2008-05-08,
190,0.3665608694172074,2008-05-24,
191,0.4827986311876561,2008-06-09,
192,0.5586613042278605,2008-06-25,
193,0.558434817693993,2008-07-11,
194,0.5542376714485622,2008-07-27,
195,0.5420000176271086,2008-08-12,
196,0.5293268351732029,2008-08-28,
197,0.4980712343831005,2008-09-13,
198,0.5094890839163257,2008-09-29,
199,0.48726305512353846,2008-10-15,
200,0.3833938312112324,2008-10-31,
201,0.43066500885253756,2008-11-16,
202,0.26090715396294223,2008-12-02,
203,0.08607114120092615,2008-12-18,
204,0.13252328652823317,2009-01-01,-1.8454493478186775
205,0.17910740523676175,2009-01-17,
206,0.15372309860864683,2009-02-02,
207,0.13992831552278065,2009-02-18,
208,0.11504294877861591,2009-03-06,
209,0.12867978979649772,2009-03-22,
210,0.2104987563408979,2009-04-07,
211,0.2370995282181406,2009-04-23,
212,0.339668512607256,2009-05-09,
213,0.44631947764266205,2009-05-25,
214,0.5664967885725306,2009-06-10,0.01127861206241855
215,0.564334284835308,2009-06-26,
216,0.5768606159090839,2009-07-12,
217,0.5762315037807096,2009-07-28,
218,0.5702495331401322,2009-08-13,
219,0.5404077833082421,2009-08-29,
220,0.5212694241178911,2009-09-14,
221,0.4370229954004661,2009-09-30,
222,0.4525489394672317,2009-10-16,
223,0.38394912915288326,2009-11-01,0.5877956438988123
224,0.23626517236963124,2009-11-17,
225,0.2674010048290567,2009-12-03,
226,0.15857637097556665,2009-12-19,
227,0.10751231003472665,2010-01-01,-1.0319145123195894
228,0.157449534010531,2010-01-17,
229,0.16691851666918306,2010-02-02,
230,0.1753638528724251,2010-02-18,
231,0.18339364442523037,2010-03-06,
232,0.17136731427140633,2010-03-22,
233,0.2130959537012653,2010-04-07,
234,0.2648474525022573,2010-04-23,
235,0.3102811184490329,2010-05-09,
236,0.43008509176405985,2010-05-25,
237,0.4910468726496736,2010-06-10,-1.9278213453661706
238,0.5734834774497014,2010-06-26,
239,0.5707421337911414,2010-07-12,
240,0.5714433369911892,2010-07-28,
241,0.5548217302868818,2010-08-13,
242,0.5400108397978731,2010-08-29,
243,0.5111171359693164,2010-09-14,
244,0.49291475461662576,2010-09-30,
245,0.49147457614008005,2010-10-16,
246,0.4158590093622985,2010-11-01,-0.6243677969140639
247,0.10604237538468651,2010-11-17,
248,0.11302587177769995,2010-12-03,
249,0.10949860517790723,2010-12-19,
250,0.07982977482055721,2011-01-01,-0.2724846219905029
251,0.14001212066719923,2011-01-17,
252,0.13655095696956884,2011-02-02,
253,0.08028457715340444,2011-02-18,
254,0.11229098147600673,2011-03-06,
255,0.1329124527503638,2011-03-22,
256,0.13322682127766386,2011-04-07,
257,0.18051604135113303,2011-04-23,
258,0.2655295065483052,2011-05-09,
259,0.36577755344252705,2011-05-25,
260,0.46719291431774845,2011-06-10,2.343538594234669
261,0.5378190591159242,2011-06-26,
262,0.5788159264476106,2011-07-12,
263,0.5745343279836728,2011-07-28,
264,0.5608978811164578,2011-08-13,
265,0.5363573104708833,2011-08-29,
266,0.5233922716873604,2011-09-14,
267,0.49507092739975445,2011-09-30,
268,0.5013741749968077,2011-10-16,
269,0.47602053985979864,2011-11-01,1.629610323740891
270,0.1708770520849232,2011-11-17,
271,0.24974660613508304,2011-12-03,
272,0.24328769842711512,2011-12-19,
273,0.23901107813454187,2012-01-01,-0.19937772997450626
274,0.11064068208471206,2012-01-17,
275,0.16615624378637162,2012-02-02,
276,0.13237546925961022,2012-02-18,
277,0.16534031177415712,2012-03-05,
278,0.1791737373107635,2012-03-21,
279,0.24691266204360549,2012-04-06,
280,0.3186111999378329,2012-04-22,
281,0.3799802257174248,2012-05-08,
282,0.43660074402584326,2012-05-24,
283,0.5283894550704734,2012-06-09,
284,0.5459881303541795,2012-06-25,
285,0.5738569024846696,2012-07-11,
286,0.5576930909535657,2012-07-27,
287,0.532249141807387,2012-08-12,
288,0.5069278521792694,2012-08-28,
289,0.4749710190207957,2012-09-13,
290,0.4613813682925235,2012-09-29,
291,0.45518531124011385,2012-10-15,
292,0.3321206754548352,2012-10-31,
293,0.22912179319909778,2012-11-16,
294,0.13620886229236434,2012-12-02,
295,0.1275766051529562,2012-12-18,
296,0.12791028844026903,2013-01-01,0.44586427730924133
297,0.15484335649683653,2013-01-17,
298,0.14393990129219683,2013-02-02,
299,0.13035949684439999,2013-02-18,
300,0.16019880828822647,2013-03-06,
301,0.19632007240684057,2013-03-22,
302,0.24833014043928578,2013-04-07,
303,0.2884264063136314,2013-04-23,
304,0.40838744676508265,2013-05-09,
305,0.48995741964956124,2013-05-25,
306,0.5232905333528284,2013-06-10,-1.8592588194723723
307,0.5534021623939235,2013-06-26,
308,0.5586499173260884,2013-07-12,
309,0.5419354662814874,2013-07-28,
310,0.512606805573283,2013-08-13,
311,0.5126057905349816,2013-08-29,
312,0.5085862404981218,2013-09-14,
313,0.430289831854545,2013-09-30,
314,0.4673994890217484,2013-10-16,
315,0.3657511531634275,2013-11-01,-0.7624026651813751
316,0.2981530865708702,2013-11-17,
317,0.15354881534540543,2013-12-03,
318,0.20383995766583055,2013-12-19,
319,0.17067601546849456,2014-01-01,-1.2448841718102952
320,0.20829624233432156,2014-01-17,
321,0.08549583704414122,2014-02-02,
322,0.0918385598191065,2014-02-18,
323,0.16464435447600376,2014-03-06,
324,0.18629841090743876,2014-03-22,
325,0.22569502976664657,2014-04-07,
326,0.26056802748194896,2014-04-23,
327,0.3506585063818758,2014-05-09,
328,0.45188694163145526,2014-05-25,
329,0.49503926258701114,2014-06-10,0.09470554069771958
330,0.5458540465046288,2014-06-26,
331,0.546223293561668,2014-07-12,
332,0.5394498749815464,2014-07-28,
333,0.5396857495332561,2014-08-13,
334,0.5251694603751784,2014-08-29,
335,0.4830232144426269,2014-09-14,
336,0.4819547948638228,2014-09-30,
337,0.4849252939408513,2014-10-16,
338,0.34022798475616717,2014-11-01,-0.7606234911368228
339,0.23569159692800384,2014-11-17,
340,0.22043645762227107,2014-12-03,
341,0.0819385051729264,2014-12-19,
342,0.11691766588115445,2015-01-01,0.048884402949644724
343,0.15586056182774444,2015-01-17,
344,0.23648519091603648,2015-02-02,
345,0.2212185410753165,2015-02-18,
346,0.25285955489402345,2015-03-06,
347,0.30935420008703224,2015-03-22,
348,0.32161019019940024,2015-04-07,
349,0.35825404087371465,2015-04-23,
350,0.42877039876449324,2015-05-09,
351,0.5512665103226316,2015-05-25,
352,0.5619350564559886,2015-06-10,-2.2612138164237967
353,0.5704017481795031,2015-06-26,
354,0.5735092954507475,2015-07-12,
355,0.5443961025441303,2015-07-28,
356,0.5246284709777415,2015-08-13,
357,0.49048417995728805,2015-08-29,
358,0.5034082177177273,2015-09-14,
359,0.4757331137432135,2015-09-30,
360,0.4825404068777508,2015-10-16,
361,0.27504820981782263,2015-11-01,-2.5041813151415298
362,0.24324693995684069,2015-11-17,
363,0.11529759319633058,2015-12-03,
364,0.08114586029940743,2015-12-19,
365,0.11087570145121804,2016-01-01,-1.6363791582480103
366,0.11129932361787359,2016-01-17,
367,0.11624328695400407,2016-02-02,
368,0.1724865888494421,2016-02-18,
369,0.14899661605877437,2016-03-05,
370,0.19190626843896544,2016-03-21,
371,0.266053363283994,2016-04-06,
372,0.36278529423633993,2016-04-22,
373,0.41863607477732595,2016-05-08,
374,0.49910324392539995,2016-05-24,
375,0.5625461990122554,2016-06-09,
376,0.555693707939942,2016-06-25,
377,0.5521383822911468,2016-07-11,
378,0.5291771519094305,2016-07-27,
379,0.5092931614645564,2016-08-12,
380,0.49948481596786626,2016-08-28,
381,0.48858674482438663,2016-09-13,
382,0.4818765535430473,2016-09-29,
383,0.3914134207995645,2016-10-15,
384,0.4808648032646857,2016-10-31,
385,0.38377168051058397,2016-11-16,
386,0.10900701487202136,2016-12-02,
387,0.11074184323111874,2016-12-18,
388,0.10180575068470704,2017-01-01,-0.9311551077384329
389,0.10151967134660309,2017-01-17,
390,0.1017847408083814,2017-02-02,
391,0.09778144160594003,2017-02-18,
392,0.08605477010348417,2017-03-06,
393,0.17944529902782305,2017-03-22,
394,0.20815585781899,2017-04-07,
395,0.28889783010335157,2017-04-23,
396,0.35064170806610784,2017-05-09,
397,0.45943878164949276,2017-05-25,
398,0.55455497726708,2017-06-10,2.596502678054379
399,0.5693188553574556,2017-06-26,
400,0.5691269164008282,2017-07-12,
401,0.5552766346006676,2017-07-28,
402,0.5358703129314588,2017-08-13,
403,0.5189403249627651,2017-08-29,
404,0.48707828806727277,2017-09-14,
405,0.43772757999056167,2017-09-30,
406,0.43293058889826613,2017-10-16,
407,0.17836565766678633,2017-11-01,0.987752945553975
408,0.29821898522459767,2017-11-17,
409,0.23394384113417527,2017-12-03,
410,0.14264785810552766,2017-12-19,
411,0.17467808866411272,2018-01-01,1.075841057073119
412,0.09704650948181524,2018-01-17,
413,0.18740080213374968,2018-02-02,
414,0.08773831779101629,2018-02-18,
415,0.12654120657211892,2018-03-06,
416,0.14280929148740212,2018-03-22,
417,0.21536368988550747,2018-04-07,
418,0.27443315136951696,2018-04-23,
419,0.39380224183830703,2018-05-09,
420,0.5280400907155212,2018-05-25,
421,0.5513192196911434,2018-06-10,1.1485192631712402
422,0.5805142790454924,2018-06-26,
423,0.5657611402314001,2018-07-12,
424,0.5520990807629068,2018-07-28,
425,0.5249237680360463,2018-08-13,
426,0.5042264698639851,2018-08-29,
427,0.48336430985870027,2018-09-14,
428,0.46501356549439987,2018-09-30,
429,0.4733250844048362,2018-10-16,
430,0.28980967560657034,2018-11-01,-0.9787333353607354
431,0.33758468097649513,2018-11-17,
432,0.1760449612152932,2018-12-03,
433,0.10320541770044163,2018-12-19,
434,0.1426890383401661,2019-01-01,-1.4106404328834454
435,0.14033051428660723,2019-01-17,
436,0.09015290513155265,2019-02-02,
437,0.05531990220942389,2019-02-18,
438,0.1089698347956038,2019-03-06,
439,0.11623783516460778,2019-03-22,
440,0.17614275375292118,2019-04-07,
441,0.252468312974766,2019-04-23,
442,0.3263306667622544,2019-05-09,
443,0.4890778844710733,2019-05-25,
444,0.5521224455239814,2019-06-10,0.859296520953792
445,0.5726698870126822,2019-06-26,
446,0.5914255382620072,2019-07-12,
447,0.5577926248856178,2019-07-28,
448,0.5383918245343733,2019-08-13,
449,0.5156932786095634,2019-08-29,
450,0.5194409627972999,2019-09-14,
451,0.4006269858959627,2019-09-30,
452,0.38848962359168326,2019-10-16,
453,0.419615311060782,2019-11-01,0.011476431193751632
454,0.38238868481653515,2019-11-17,
455,0.1976404983715375,2019-12-03,
456,0.17448695917666643,2019-12-19,
457,0.07938240702467239,2020-01-01,-1.6848602386802456
458,0.0952548875082958,2020-01-17,
459,0.09619086395609577,2020-02-02,
460,0.1076074351657985,2020-02-18,
461,0.12486811830446579,2020-03-05,
462,0.1442883463336931,2020-03-21,
463,0.18942080353144827,2020-04-06,
464,0.3025106306455904,2020-04-22,
465,0.33398922464025643,2020-05-08,
466,0.4758541622865006,2020-05-24,
467,0.5637046257305509,2020-06-09,
468,0.5808257163360602,2020-06-25,
469,0.5795834022463119,2020-07-11,
470,0.5746916840794495,2020-07-27,
471,0.5517413894275078,2020-08-12,
472,,1979-02-01,-0.11557088339094249
473,,1979-02-10,-0.071349305363176
474,,1979-02-20,0.05588860987044778
475,,1979-03-01,0.2532538283479499
476,,1979-03-10,0.2740792622881514
477,,1979-03-20,0.03187556102553628
478,,1979-04-01,-0.09965449885253337
479,,1979-04-10,-0.10247201917068663
480,,1979-04-20,-0.1657642381411915
481,,1979-05-01,-0.24482005872809737
482,,1979-05-10,-0.17226309460734565
483,,1979-05-20,-0.3345668529719136
484,,1979-06-01,-0.5411263364720187
485,,1979-06-10,-0.9522948807774695
486,,1979-06-20,-1.177939085760577
487,,1979-07-01,-1.386787845001882
488,,1979-07-10,-1.5519805751038673
489,,1979-07-20,-1.7449132257809168
490,,1979-08-01,-1.8725882726679197
491,,1979-08-10,-1.9735973721742999
492,,1979-08-20,-1.809309896563837
493,,1979-09-01,-1.5634343003985913
494,,1979-09-10,-1.338428329281444
495,,1979-09-20,-1.437024145427049
496,,1979-10-01,-1.6217305689921118
497,,1979-10-10,-1.8319316814718345
498,,1979-10-20,-1.6461602805546183
499,,1979-11-01,-1.396951709847274
500,,1979-11-10,-1.0751201074989103
501,,1979-11-20,-1.2451776455970973
502,,1979-12-01,-1.4108675075446064
503,,1979-12-10,-1.5017189985594182
504,,1979-12-20,-1.7252963995452852
505,,1980-01-01,-1.918226750803361
506,,1980-01-10,-1.9043757371093664
507,,1980-01-20,-1.6495343351129774
508,,1980-02-01,-1.4269617412976499
509,,1980-02-10,-1.309988355900744
510,,1980-02-20,-1.3114617771318529
511,,1980-03-01,-1.2482887472143334
512,,1980-03-10,-1.161386035543254
513,,1980-03-20,-1.0580661581313093
514,,1980-04-01,-0.9290594817069708
515,,1980-04-10,-0.7108555534675239
516,,1980-04-20,-0.8337068144101045
517,,1980-05-01,-0.9010500122847619
518,,1980-05-10,-0.9152454204671338
519,,1980-05-20,-0.7823806697485056
520,,1980-06-01,-0.38309456292872635
521,,1980-06-10,-0.06818891602543191
522,,1980-06-20,0.3729246399655302
523,,1980-07-01,0.6270094814018778
524,,1980-07-10,1.1329204335512637
525,,1980-07-20,1.5715621578551577
526,,1980-08-01,1.80672573101338
527,,1980-08-10,1.775813870881611
528,,1980-08-20,1.7574300961227813
529,,1980-09-01,1.6859477518645702
530,,1980-09-10,1.7769324266548627
531,,1980-09-20,2.040631470119161
532,,1980-10-01,2.267214282912314
533,,1980-10-10,2.253480051430416
534,,1980-10-20,2.0329000229024885
535,,1980-11-01,1.814943786511683
536,,1980-11-10,1.8404383733750806
537,,1980-11-20,1.7023268024589453
538,,1980-12-01,1.5451297432026923
539,,1980-12-10,1.4850035431922284
540,,1980-12-20,1.3707964728173703
541,,1981-01-01,1.4593136715334925
542,,1981-01-10,1.3052267871445158
543,,1981-01-20,1.1062814627841753
544,,1981-02-01,0.7016732989481761
545,,1981-02-10,0.36590591572784786
546,,1981-02-20,0.5457449244176489
547,,1981-03-01,0.5911093546968459
548,,1981-03-10,0.6023060545716056
549,,1981-03-20,0.2612870268536945
550,,1981-04-01,0.04433255044264979
551,,1981-04-10,-0.01964059775413461
552,,1981-04-20,-0.08817127393139132
553,,1981-05-01,-0.04683668000488039
554,,1981-05-10,-0.011965935246564764
555,,1981-05-20,0.25564983074342856
556,,1981-06-01,0.5296540249257118
557,,1981-06-10,1.0937671232144024
558,,1981-06-20,1.563381967113877
559,,1981-07-01,1.87279278201982
560,,1981-07-10,2.0705061143975456
561,,1981-07-20,2.120044649573699
562,,1981-08-01,2.1752668828376054
563,,1981-08-10,2.0976576647360186
564,,1981-08-20,1.9167609463546547
565,,1981-09-01,1.72677383341244
566,,1981-09-10,1.4647904513810293
567,,1981-09-20,1.1177343932184995
568,,1981-10-01,1.0071037445992814
569,,1981-10-10,1.183096185207868
570,,1981-10-20,1.4308630252651169
571,,1981-11-01,1.4408029816091699
572,,1981-11-10,1.1570033630613932
573,,1981-11-20,1.2361771874391685
574,,1981-12-01,1.377850395903256
575,,1981-12-10,1.5373681754378383
576,,1981-12-20,1.8326003939202653
577,,1982-01-01,2.0101514563631486
578,,1982-01-10,2.18166459533812
579,,1982-01-20,2.2259896364631597
580,,1982-02-01,2.420912149140164
581,,1982-02-10,2.5553919163303083
582,,1982-02-20,2.84554625915722
583,,1982-03-01,3.022478895570511
584,,1982-03-10,3.28887067065762
585,,1982-03-20,3.3433801742818687
586,,1982-04-01,3.430101658686026
587,,1982-04-10,3.64068762345904
588,,1982-04-20,3.9739533237525286
589,,1982-05-01,4.118390142535849
590,,1982-05-10,4.011890141309172
591,,1982-05-20,3.7422895541462595
592,,1982-06-01,3.5926786310212004
593,,1982-06-10,3.4370527613083173
594,,1982-06-20,3.216050476793171
595,,1982-07-01,3.1542537268001163
596,,1982-07-10,3.2459875927081265
597,,1982-07-20,3.3542134123354477
598,,1982-08-01,3.4043396628603486
599,,1982-08-10,3.3816765141877565
600,,1982-08-20,3.279621480461569
601,,1982-09-01,3.135863547842422
602,,1982-09-10,2.908219592812359
603,,1982-09-20,2.8228112135248917
604,,1982-10-01,2.965909297594381
605,,1982-10-10,3.2478209688113897
606,,1982-10-20,3.357762165918514
607,,1982-11-01,3.460086914521368
608,,1982-11-10,3.4777941183754084
609,,1982-11-20,3.602260008836789
610,,1982-12-01,3.4842473698091982
611,,1982-12-10,3.4230641404596676
612,,1982-12-20,3.4305842116521355
613,,1983-01-01,3.4711978982878993
614,,1983-01-10,3.656707109771291
615,,1983-01-20,3.631691470529347
616,,1983-02-01,3.532908653586719
617,,1983-02-10,3.334184075993508
618,,1983-02-20,3.324460427579312
619,,1983-03-01,3.3692629666808256
620,,1983-03-10,3.387587953818033
621,,1983-03-20,3.4424488464866645
622,,1983-04-01,3.597684010445701
623,,1983-04-10,3.682779844073887
624,,1983-04-20,3.5597325283575136
625,,1983-05-01,3.360499518149886
626,,1983-05-10,3.3194341087383683
627,,1983-05-20,3.3681776985274996
628,,1983-06-01,3.1599940537347977
629,,1983-06-10,2.7878978216952017
630,,1983-06-20,2.429185637816773
631,,1983-07-01,2.3169525396140442
632,,1983-07-10,2.460738010327955
633,,1983-07-20,2.7283244355811482
634,,1983-08-01,2.999120748581091
635,,1983-08-10,3.1480193680732644
636,,1983-08-20,3.305606625199274
637,,1983-09-01,3.519740192396377
638,,1983-09-10,3.5948332969909935
639,,1983-09-20,3.5258846192730613
640,,1983-10-01,3.462801027978351
641,,1983-10-10,3.447836794068539
642,,1983-10-20,3.419017583527015
643,,1983-11-01,3.2608956346481808
644,,1983-11-10,3.2036918333856823
645,,1983-11-20,3.304393929239603
646,,1983-12-01,3.4147074268105078
647,,1983-12-10,3.5281562366056094
648,,1983-12-20,3.60105626606726
649,,1984-01-01,3.6580194852957058
650,,1984-01-10,3.5504255844912893
651,,1984-01-20,3.3276404230195187
652,,1984-02-01,3.1002417637175315
653,,1984-02-10,2.8904927461497576
654,,1984-02-20,2.804654376021624
655,,1984-03-01,2.7122065119860843
656,,1984-03-10,2.6370208824919246
657,,1984-03-20,2.7271327991354877
658,,1984-04-01,2.8268956398217147
659,,1984-04-10,3.07115795183221
660,,1984-04-20,3.1462230729988057
661,,1984-05-01,3.195793012168789
662,,1984-05-10,3.215546996698474
663,,1984-05-20,3.326318208178117
664,,1984-06-01,3.4631037712667236
665,,1984-06-10,3.6284311821889337
666,,1984-06-20,3.781732317574185
667,,1984-07-01,3.9146132723877844
668,,1984-07-10,3.925384704618161
669,,1984-07-20,3.8538825766123046
670,,1984-08-01,3.966620241265001
671,,1984-08-10,4.071891835631209
672,,1984-08-20,4.134258711026651
673,,1984-09-01,4.1244195215475505
674,,1984-09-10,4.115866745687191
675,,1984-09-20,4.130825856392421
676,,1984-10-01,4.0702772648859
677,,1984-10-10,3.890312514402028
678,,1984-10-20,3.8174445641055583
679,,1984-11-01,3.7914644801173707
680,,1984-11-10,4.057184257772428
681,,1984-11-20,4.1174912017240555
682,,1984-12-01,4.213599039111197
683,,1984-12-10,4.233210676585496
684,,1984-12-20,4.21751989949217
685,,1985-01-01,4.0940252984366055
686,,1985-01-10,3.8572347260005433
687,,1985-01-20,3.555606170289003
688,,1985-02-01,3.1366924551571067
689,,1985-02-10,2.98051805552894
690,,1985-02-20,2.791737315282654
691,,1985-03-01,2.673033588336522
692,,1985-03-10,2.4102674908832302
693,,1985-03-20,2.1442759372048688
694,,1985-04-01,2.031742345442464
695,,1985-04-10,1.797544167847738
696,,1985-04-20,1.6718554101067715
697,,1985-05-01,1.3926572656459828
698,,1985-05-10,1.076816006255724
699,,1985-05-20,0.7480249330256481
700,,1985-06-01,0.4963226698392562
701,,1985-06-10,0.3609833120051263
702,,1985-06-20,-0.14429227436207456
703,,1985-07-01,-1.0709360272206165
704,,1985-07-10,-1.8127167238165074
705,,1985-07-20,-2.140727083160003
706,,1985-08-01,-2.2474552303696695
707,,1985-08-10,-2.1173173133096608
708,,1985-08-20,-1.8898518353634912
709,,1985-09-01,-1.7751729180624263
710,,1985-09-10,-1.1988321506890545
711,,1985-09-20,0.02275663562419903
712,,1985-10-01,1.6550359597193205
713,,1985-10-10,1.9746098056124455
